Station_ID,City,State,Charger_Type,Energy_Consumed_kWh,Charging_Duration_Minutes,Session_Date,Revenue,User_Type,Payment_Mode
STN_615,Kolkata,West Bengal,Fast,30.83,52.4,2026-02-01 09:00:06.060650,369.96,Guest,Credit Card
STN_366,Hyderabad,Telangana,Slow,18.82,24.1,2025-10-07 19:24:06.060650,150.56,Guest,UPI
STN_391,Hyderabad,Telangana,DC Fast,42.61,80.5,2025-04-12 15:37:06.060650,639.15,Guest,UPI
STN_649,Chennai,Tamil Nadu,DC Fast,58.47,109.76,2025-03-05 13:50:06.060650,877.05,Guest,Debit Card
STN_790,Bangalore,Karnataka,Level 2,16.16,19.52,2026-02-05 03:00:06.060650,161.6,Guest,Debit Card
STN_835,Chennai,Tamil Nadu,Level 2,27.55,41.62,2025-11-24 23:40:06.060650,275.5,Guest,UPI
STN_323,Hyderabad,Telangana,Level 2,23.53,41.53,2025-12-26 23:40:06.060650,235.3,Guest,Wallet
STN_223,Bangalore,Karnataka,Slow,20.08,25.27,2026-01-31 09:36:06.060650,160.64,Guest,UPI
STN_687,Kolkata,West Bengal,Slow,13.81,24.5,2025-08-07 16:35:06.060650,110.48,Guest,UPI
STN_505,Hyderabad,Telangana,Slow,16.07,21.42,2025-07-10 00:58:06.060650,128.56,Guest,Wallet
STN_246,Pune,Maharashtra,Slow,8.06,13.72,2026-01-08 16:47:06.060650,64.48,Guest,UPI
STN_577,Delhi,Delhi,Slow,12.42,21.38,2025-08-20 14:49:06.060650,99.36,Guest,UPI
STN_693,Chennai,Tamil Nadu,DC Fast,29.45,39.55,2025-06-15 20:38:06.060650,441.75,Guest,Wallet
STN_508,Bangalore,Karnataka,Level 2,27.71,46.06,2025-07-28 11:41:06.060650,277.1,Guest,UPI
STN_665,Chennai,Tamil Nadu,Fast,40.31,52.51,2025-09-18 20:15:06.060650,483.72,Guest,UPI
STN_532,Kolkata,West Bengal,DC Fast,38.85,50.26,2025-06-18 06:48:06.060650,582.75,Guest,UPI
STN_352,Delhi,Delhi,Fast,42.64,56.78,2025-05-16 13:47:06.060650,511.68,Guest,UPI
STN_289,Mumbai,Maharashtra,Fast,38.41,66.27,2025-03-01 09:09:06.060650,460.92,Guest,UPI
STN_214,Hyderabad,Telangana,Level 2,21.06,39.11,2026-02-09 04:23:06.060650,210.6,Guest,Debit Card
STN_229,Mumbai,Maharashtra,DC Fast,31.13,52.91,2025-10-08 15:26:06.060650,466.95,Guest,UPI
STN_409,Mumbai,Maharashtra,Slow,9.64,14.64,2025-07-23 02:40:06.060650,77.12,Guest,Debit Card
STN_422,Kolkata,West Bengal,Level 2,18.91,27.27,2025-03-24 19:26:06.060650,189.1,Guest,UPI
STN_612,Hyderabad,Telangana,DC Fast,63.76,92.87,2026-01-26 22:28:06.060650,956.4,Guest,Wallet
STN_721,Chennai,Tamil Nadu,Slow,22.4,41.56,2025-07-15 02:12:06.060650,179.2,Guest,Credit Card
STN_637,Delhi,Delhi,Level 2,30.55,55.29,2026-01-12 02:16:06.060650,305.5,Guest,UPI
STN_616,Mumbai,Maharashtra,Level 2,20.19,25.87,2026-01-31 05:29:06.060650,201.9,Guest,Debit Card
STN_501,Kolkata,West Bengal,Fast,41.66,75.38,2026-02-20 06:16:06.060650,499.92,Guest,UPI
STN_712,Chennai,Tamil Nadu,Fast,35.76,52.99,2025-11-08 13:39:06.060650,429.12,Guest,UPI
STN_804,Kolkata,West Bengal,Slow,23.3,37.78,2025-09-05 07:23:06.060650,186.4,Guest,Debit Card
STN_378,Ahmedabad,Gujarat,DC Fast,53.91,67.87,2025-07-07 04:38:06.060650,808.65,Guest,Debit Card
STN_733,Delhi,Delhi,Level 2,29.89,55.11,2025-05-30 19:31:06.060650,298.9,Guest,UPI
STN_204,Kolkata,West Bengal,DC Fast,41.21,59.78,2025-03-02 13:40:06.060650,618.15,Guest,UPI
STN_286,Pune,Maharashtra,Level 2,25.7,41.34,2025-10-07 04:13:06.060650,257.0,Guest,UPI
STN_197,Delhi,Delhi,Slow,15.99,19.37,2026-01-03 00:55:06.060650,127.92,Guest,Wallet
STN_178,Bangalore,Karnataka,DC Fast,41.37,79.81,2025-05-14 22:41:06.060650,620.55,Guest,UPI
STN_827,Kolkata,West Bengal,Level 2,24.05,32.82,2025-02-23 08:50:06.060650,240.5,Guest,Wallet
STN_246,Ahmedabad,Gujarat,Level 2,21.84,39.16,2025-05-14 13:39:06.060650,218.4,Guest,Debit Card
STN_840,Kolkata,West Bengal,Fast,42.28,71.6,2025-05-17 07:28:06.060650,507.36,Guest,UPI
STN_580,Mumbai,Maharashtra,Fast,39.93,66.82,2025-03-08 07:13:06.060650,479.16,Guest,Debit Card
STN_589,Mumbai,Maharashtra,Slow,26.7,34.5,2025-12-24 18:26:06.060650,213.6,Guest,UPI
STN_262,Kolkata,West Bengal,Slow,12.07,21.09,2025-09-16 12:34:06.060650,96.56,Guest,UPI
STN_428,Bangalore,Karnataka,Slow,34.4,57.38,2025-03-08 12:06:06.060650,275.2,Guest,UPI
STN_717,Kolkata,West Bengal,DC Fast,51.14,93.12,2025-12-25 17:43:06.060650,767.1,Guest,UPI
STN_957,Ahmedabad,Gujarat,Slow,5.0,7.15,2026-01-31 12:34:06.060650,40.0,Guest,UPI
STN_165,Ahmedabad,Gujarat,Fast,28.73,37.42,2025-10-18 18:15:06.060650,344.76,Guest,Wallet
STN_284,Delhi,Delhi,Slow,19.8,27.22,2026-01-12 00:15:06.060650,158.4,Guest,Wallet
STN_787,Delhi,Delhi,Level 2,28.01,33.67,2026-01-23 06:27:06.060650,280.1,Guest,Wallet
STN_798,Hyderabad,Telangana,DC Fast,18.73,34.1,2025-05-05 18:31:06.060650,280.95,Guest,Wallet
STN_873,Hyderabad,Telangana,Slow,16.82,25.61,2025-05-19 14:21:06.060650,134.56,Guest,UPI
STN_730,Delhi,Delhi,DC Fast,50.92,61.58,2025-05-29 11:47:06.060650,763.8,Guest,Wallet
STN_584,Pune,Maharashtra,DC Fast,43.17,65.3,2025-09-22 03:35:06.060650,647.55,Guest,UPI
STN_851,Mumbai,Maharashtra,DC Fast,47.24,67.22,2025-04-22 07:40:06.060650,708.6,Guest,UPI
STN_687,Pune,Maharashtra,Fast,21.5,40.76,2026-01-26 05:48:06.060650,258.0,Guest,UPI
STN_637,Hyderabad,Telangana,DC Fast,36.93,47.08,2025-07-06 11:38:06.060650,553.95,Guest,UPI
STN_529,Chennai,Tamil Nadu,Slow,24.57,42.6,2026-02-07 14:33:06.060650,196.56,Guest,Debit Card
STN_467,Hyderabad,Telangana,Level 2,21.37,35.04,2025-11-07 17:18:06.060650,213.7,Guest,Wallet
STN_614,Delhi,Delhi,DC Fast,48.66,96.82,2025-11-12 21:26:06.060650,729.9,Guest,UPI
STN_860,Ahmedabad,Gujarat,Level 2,17.78,34.18,2025-10-12 14:49:06.060650,177.8,Guest,UPI
STN_646,Ahmedabad,Gujarat,DC Fast,34.45,44.58,2025-04-04 23:47:06.060650,516.75,Guest,Wallet
STN_936,Delhi,Delhi,DC Fast,37.52,45.6,2026-02-16 17:23:06.060650,562.8,Guest,Credit Card
STN_661,Ahmedabad,Gujarat,DC Fast,43.04,64.59,2026-02-16 18:57:06.060650,645.6,Guest,UPI
STN_214,Delhi,Delhi,Level 2,24.31,43.54,2025-03-04 09:03:06.060650,243.1,Guest,UPI
STN_847,Hyderabad,Telangana,Level 2,36.29,63.02,2025-06-23 12:40:06.060650,362.9,Guest,UPI
STN_930,Mumbai,Maharashtra,Level 2,27.79,49.54,2025-06-20 00:27:06.060650,277.9,Guest,UPI
STN_186,Bangalore,Karnataka,Slow,18.36,35.47,2025-12-02 15:37:06.060650,146.88,Guest,UPI
STN_417,Bangalore,Karnataka,DC Fast,53.08,89.08,2025-11-19 08:01:06.060650,796.2,Guest,UPI
STN_461,Hyderabad,Telangana,Level 2,19.15,37.14,2025-09-28 22:46:06.060650,191.5,Guest,UPI
STN_917,Chennai,Tamil Nadu,Level 2,14.16,21.35,2025-11-10 07:22:06.060650,141.6,Guest,Credit Card
STN_186,Delhi,Delhi,Slow,18.43,25.34,2026-01-16 22:38:06.060650,147.44,Guest,UPI
STN_144,Ahmedabad,Gujarat,Slow,17.2,32.92,2025-03-16 06:00:06.060650,137.6,Guest,UPI
STN_317,Ahmedabad,Gujarat,Slow,10.46,14.16,2025-06-28 03:05:06.060650,83.68,Guest,UPI
STN_341,Chennai,Tamil Nadu,Level 2,29.53,43.45,2025-10-22 12:26:06.060650,295.3,Guest,UPI
STN_403,Hyderabad,Telangana,Fast,31.37,61.8,2025-05-31 19:34:06.060650,376.44,Guest,UPI
STN_341,Kolkata,West Bengal,Level 2,22.49,28.71,2025-03-16 18:28:06.060650,224.9,Guest,UPI
STN_912,Bangalore,Karnataka,Fast,21.64,43.14,2025-10-25 00:16:06.060650,259.68,Guest,UPI
STN_580,Delhi,Delhi,DC Fast,43.88,76.58,2025-05-10 16:59:06.060650,658.2,Guest,Credit Card
STN_136,Pune,Maharashtra,Fast,40.96,81.67,2025-06-15 14:16:06.060650,491.52,Guest,Wallet
STN_273,Ahmedabad,Gujarat,Slow,13.33,25.25,2025-06-25 02:21:06.060650,106.64,Guest,UPI
STN_774,Bangalore,Karnataka,Slow,16.91,26.74,2025-07-13 23:00:06.060650,135.28,Guest,UPI
STN_977,Ahmedabad,Gujarat,Fast,35.24,43.12,2025-03-26 07:28:06.060650,422.88,Guest,UPI
STN_514,Kolkata,West Bengal,DC Fast,47.88,76.29,2026-01-31 07:59:06.060650,718.2,Guest,UPI
STN_330,Chennai,Tamil Nadu,DC Fast,33.66,57.71,2025-07-03 10:45:06.060650,504.9,Guest,Debit Card
STN_114,Delhi,Delhi,Fast,32.72,64.32,2025-08-23 08:42:06.060650,392.64,Guest,UPI
STN_814,Ahmedabad,Gujarat,DC Fast,59.8,90.73,2025-09-08 12:25:06.060650,897.0,Guest,Debit Card
STN_906,Mumbai,Maharashtra,Level 2,30.68,50.64,2026-02-10 18:02:06.060650,306.8,Guest,Credit Card
STN_346,Mumbai,Maharashtra,DC Fast,60.79,114.62,2025-06-10 05:51:06.060650,911.85,Guest,UPI
STN_807,Chennai,Tamil Nadu,Fast,37.13,64.25,2025-12-10 08:52:06.060650,445.56,Guest,Wallet
STN_567,Mumbai,Maharashtra,DC Fast,45.21,86.92,2025-05-26 12:14:06.060650,678.15,Guest,UPI
STN_121,Kolkata,West Bengal,DC Fast,34.3,67.06,2025-12-01 16:35:06.060650,514.5,Guest,UPI
STN_165,Mumbai,Maharashtra,Fast,46.58,71.19,2025-06-21 04:49:06.060650,558.96,Guest,UPI
STN_684,Delhi,Delhi,DC Fast,37.32,48.48,2025-02-25 22:12:06.060650,559.8,Guest,UPI
STN_211,Pune,Maharashtra,Level 2,22.68,42.02,2025-10-26 18:52:06.060650,226.8,Guest,UPI
STN_815,Kolkata,West Bengal,Slow,18.02,28.5,2025-12-20 23:14:06.060650,144.16,Guest,Wallet
STN_364,Hyderabad,Telangana,DC Fast,49.59,71.39,2025-08-10 12:30:06.060650,743.85,Guest,Debit Card
STN_272,Chennai,Tamil Nadu,Slow,13.71,17.85,2025-04-22 01:50:06.060650,109.68,Guest,UPI
STN_322,Pune,Maharashtra,Slow,16.08,26.91,2025-11-05 23:56:06.060650,128.64,Guest,Wallet
STN_630,Ahmedabad,Gujarat,Slow,15.43,20.37,2025-10-14 23:16:06.060650,123.44,Guest,UPI
STN_833,Pune,Maharashtra,Slow,15.72,30.8,2025-09-24 06:34:06.060650,125.76,Guest,UPI
STN_733,Ahmedabad,Gujarat,Level 2,19.29,38.0,2025-12-09 21:21:06.060650,192.9,Guest,UPI
STN_609,Mumbai,Maharashtra,Slow,20.43,36.29,2025-06-10 06:30:06.060650,163.44,Guest,UPI
STN_418,Kolkata,West Bengal,Fast,41.78,65.83,2025-08-29 08:01:06.060650,501.36,Guest,Wallet
STN_795,Mumbai,Maharashtra,Level 2,38.29,68.35,2025-10-11 17:37:06.060650,382.9,Guest,UPI
STN_385,Mumbai,Maharashtra,Fast,38.98,49.8,2025-02-23 14:43:06.060650,467.76,Guest,UPI
STN_433,Hyderabad,Telangana,DC Fast,32.76,50.37,2025-11-26 13:14:06.060650,491.4,Guest,Credit Card
STN_899,Pune,Maharashtra,Level 2,19.77,28.33,2025-11-21 04:20:06.060650,197.7,Guest,UPI
STN_215,Hyderabad,Telangana,Level 2,17.6,30.24,2025-06-24 07:47:06.060650,176.0,Guest,UPI
STN_434,Kolkata,West Bengal,Fast,39.99,51.19,2025-09-13 20:59:06.060650,479.88,Guest,UPI
STN_663,Mumbai,Maharashtra,Slow,21.74,26.63,2025-06-27 23:59:06.060650,173.92,Guest,UPI
STN_103,Bangalore,Karnataka,Fast,44.37,61.74,2025-06-22 06:11:06.060650,532.44,Guest,UPI
STN_479,Hyderabad,Telangana,Slow,16.23,30.03,2026-01-07 15:41:06.060650,129.84,Guest,Wallet
STN_683,Hyderabad,Telangana,Slow,19.55,32.6,2025-10-25 05:31:06.060650,156.4,Guest,Wallet
STN_989,Ahmedabad,Gujarat,Fast,41.27,63.29,2025-09-28 18:23:06.060650,495.24,Guest,Credit Card
STN_192,Chennai,Tamil Nadu,Fast,45.43,65.13,2025-10-24 05:26:06.060650,545.16,Guest,UPI
STN_205,Hyderabad,Telangana,Slow,23.16,28.62,2025-08-08 16:30:06.060650,185.28,Guest,Wallet
STN_881,Kolkata,West Bengal,DC Fast,50.81,76.41,2025-03-07 01:15:06.060650,762.15,Guest,UPI
STN_988,Bangalore,Karnataka,Fast,41.31,53.34,2025-03-14 09:48:06.060650,495.72,Guest,UPI
STN_967,Pune,Maharashtra,Level 2,13.12,25.54,2025-04-15 19:42:06.060650,131.2,Guest,UPI
STN_385,Kolkata,West Bengal,DC Fast,52.92,98.09,2025-08-27 12:33:06.060650,793.8,Guest,Wallet
STN_320,Pune,Maharashtra,Level 2,25.54,34.56,2025-03-03 14:42:06.060650,255.4,Guest,UPI
STN_315,Hyderabad,Telangana,Slow,16.07,31.29,2025-08-29 01:16:06.060650,128.56,Guest,UPI
STN_989,Bangalore,Karnataka,Level 2,25.17,39.73,2025-08-01 10:42:06.060650,251.7,Guest,Credit Card
STN_536,Ahmedabad,Gujarat,DC Fast,46.59,86.58,2025-12-21 05:32:06.060650,698.85,Guest,Debit Card
STN_210,Mumbai,Maharashtra,DC Fast,25.91,33.38,2025-10-01 18:07:06.060650,388.65,Guest,Wallet
STN_225,Kolkata,West Bengal,Slow,11.04,20.66,2025-11-03 06:04:06.060650,88.32,Guest,Credit Card
STN_397,Hyderabad,Telangana,DC Fast,34.16,62.27,2025-04-29 20:41:06.060650,512.4,Guest,Credit Card
STN_757,Ahmedabad,Gujarat,DC Fast,61.7,93.51,2025-11-29 04:18:06.060650,925.5,Guest,UPI
STN_229,Pune,Maharashtra,Level 2,18.91,31.33,2025-08-31 08:02:06.060650,189.1,Guest,UPI
STN_176,Ahmedabad,Gujarat,Fast,35.14,69.96,2025-10-16 23:01:06.060650,421.68,Guest,UPI
STN_115,Kolkata,West Bengal,Slow,19.23,34.57,2025-03-10 08:27:06.060650,153.84,Guest,Debit Card
STN_963,Hyderabad,Telangana,Slow,19.21,25.53,2025-05-02 18:54:06.060650,153.68,Guest,UPI
STN_347,Mumbai,Maharashtra,Fast,32.52,52.87,2025-07-12 03:02:06.060650,390.24,Guest,UPI
STN_190,Bangalore,Karnataka,Level 2,30.19,41.31,2025-07-19 18:52:06.060650,301.9,Guest,UPI
STN_879,Mumbai,Maharashtra,Slow,19.25,36.59,2025-05-18 16:17:06.060650,154.0,Guest,UPI
STN_853,Mumbai,Maharashtra,DC Fast,41.72,52.77,2025-11-18 15:31:06.060650,625.8,Guest,Wallet
STN_229,Ahmedabad,Gujarat,Slow,20.62,40.56,2025-09-10 01:49:06.060650,164.96,Guest,Wallet
STN_951,Bangalore,Karnataka,DC Fast,60.9,100.02,2026-01-17 17:20:06.060650,913.5,Guest,UPI
STN_685,Kolkata,West Bengal,DC Fast,31.06,42.57,2025-12-14 08:42:06.060650,465.9,Guest,Credit Card
STN_718,Delhi,Delhi,Slow,16.34,22.26,2025-09-27 19:42:06.060650,130.72,Guest,UPI
STN_686,Bangalore,Karnataka,Slow,18.62,36.42,2025-04-23 08:18:06.060650,148.96,Guest,Credit Card
STN_917,Hyderabad,Telangana,DC Fast,44.76,59.77,2025-08-19 12:30:06.060650,671.4,Guest,Debit Card
STN_442,Pune,Maharashtra,Level 2,28.73,44.17,2026-01-10 00:01:06.060650,287.3,Guest,Debit Card
STN_778,Ahmedabad,Gujarat,Level 2,20.26,26.57,2025-12-21 08:46:06.060650,202.6,Guest,Wallet
STN_923,Mumbai,Maharashtra,DC Fast,43.4,82.72,2025-09-19 18:06:06.060650,651.0,Guest,UPI
STN_992,Delhi,Delhi,Slow,11.73,22.47,2025-10-30 13:51:06.060650,93.84,Guest,Wallet
STN_908,Bangalore,Karnataka,Slow,17.82,33.43,2025-06-04 13:17:06.060650,142.56,Guest,Wallet
STN_591,Ahmedabad,Gujarat,Slow,18.3,25.54,2025-12-18 21:15:06.060650,146.4,Guest,UPI
STN_662,Pune,Maharashtra,Fast,32.14,52.28,2025-05-11 19:32:06.060650,385.68,Guest,UPI
STN_715,Kolkata,West Bengal,Level 2,19.28,32.42,2025-06-12 01:16:06.060650,192.8,Guest,UPI
STN_374,Mumbai,Maharashtra,DC Fast,33.57,54.76,2025-03-22 02:54:06.060650,503.55,Guest,Wallet
STN_596,Kolkata,West Bengal,DC Fast,36.19,71.49,2025-12-25 10:05:06.060650,542.85,Guest,Wallet
STN_341,Chennai,Tamil Nadu,Slow,16.82,22.53,2026-02-06 09:34:06.060650,134.56,Guest,Wallet
STN_301,Kolkata,West Bengal,DC Fast,38.07,66.65,2025-10-01 23:59:06.060650,571.05,Guest,UPI
STN_909,Ahmedabad,Gujarat,Fast,36.77,46.91,2026-02-08 20:47:06.060650,441.24,Guest,UPI
STN_916,Hyderabad,Telangana,Fast,40.32,57.51,2026-02-06 07:21:06.060650,483.84,Guest,Wallet
STN_297,Pune,Maharashtra,DC Fast,32.76,53.28,2026-01-04 01:01:06.060650,491.4,Guest,UPI
STN_527,Pune,Maharashtra,DC Fast,42.43,75.82,2025-11-01 05:06:06.060650,636.45,Guest,UPI
STN_901,Pune,Maharashtra,DC Fast,41.76,51.29,2025-09-30 03:53:06.060650,626.4,Guest,UPI
STN_979,Delhi,Delhi,DC Fast,42.71,51.94,2026-01-04 04:39:06.060650,640.65,Guest,Credit Card
STN_180,Ahmedabad,Gujarat,Fast,32.5,41.48,2025-05-28 13:07:06.060650,390.0,Guest,Wallet
STN_267,Delhi,Delhi,Level 2,22.03,41.7,2025-06-13 10:14:06.060650,220.3,Guest,Wallet
STN_303,Hyderabad,Telangana,Fast,32.87,41.18,2026-02-18 04:12:06.060650,394.44,Guest,UPI
STN_230,Chennai,Tamil Nadu,Fast,36.91,47.27,2025-05-28 04:27:06.060650,442.92,Guest,UPI
STN_193,Mumbai,Maharashtra,DC Fast,47.66,58.15,2025-09-02 10:49:06.060650,714.9,Guest,UPI
STN_817,Ahmedabad,Gujarat,DC Fast,46.15,80.13,2025-06-08 10:48:06.060650,692.25,Guest,UPI
STN_936,Chennai,Tamil Nadu,DC Fast,39.26,66.61,2025-05-30 07:25:06.060650,588.9,Guest,UPI
STN_216,Chennai,Tamil Nadu,Level 2,17.27,32.34,2025-11-03 00:46:06.060650,172.7,Guest,UPI
STN_624,Ahmedabad,Gujarat,Level 2,25.99,38.0,2025-05-01 21:07:06.060650,259.9,Guest,Debit Card
STN_133,Ahmedabad,Gujarat,Fast,34.9,49.22,2025-12-02 08:21:06.060650,418.8,Guest,UPI
STN_960,Mumbai,Maharashtra,Fast,35.43,67.86,2026-01-15 16:30:06.060650,425.16,Guest,UPI
STN_956,Delhi,Delhi,DC Fast,61.77,94.31,2025-05-19 06:20:06.060650,926.55,Guest,Wallet
STN_909,Chennai,Tamil Nadu,DC Fast,50.1,95.67,2025-04-12 23:34:06.060650,751.5,Guest,UPI
STN_475,Chennai,Tamil Nadu,DC Fast,43.77,60.95,2026-01-24 09:05:06.060650,656.55,Guest,UPI
STN_592,Ahmedabad,Gujarat,Level 2,29.87,51.32,2026-01-12 14:27:06.060650,298.7,Guest,UPI
STN_565,Kolkata,West Bengal,Fast,36.02,70.72,2025-07-13 03:41:06.060650,432.24,Guest,UPI
STN_418,Pune,Maharashtra,Fast,38.79,57.22,2025-11-08 09:33:06.060650,465.48,Guest,UPI
STN_334,Mumbai,Maharashtra,DC Fast,44.12,76.0,2025-11-22 17:25:06.060650,661.8,Guest,UPI
STN_911,Kolkata,West Bengal,Slow,6.77,9.72,2025-11-02 00:24:06.060650,54.16,Guest,Credit Card
STN_363,Kolkata,West Bengal,Slow,16.78,21.19,2026-02-07 06:08:06.060650,134.24,Guest,UPI
STN_869,Pune,Maharashtra,Fast,36.52,58.38,2025-04-21 16:17:06.060650,438.24,Guest,UPI
STN_456,Chennai,Tamil Nadu,Fast,31.26,53.55,2025-11-04 11:55:06.060650,375.12,Guest,Wallet
STN_980,Kolkata,West Bengal,Fast,37.63,61.05,2025-11-04 08:50:06.060650,451.56,Guest,UPI
STN_164,Bangalore,Karnataka,Fast,31.18,54.71,2025-08-04 16:15:06.060650,374.16,Guest,UPI
STN_465,Hyderabad,Telangana,DC Fast,61.71,81.93,2025-11-18 23:19:06.060650,925.65,Guest,UPI
STN_655,Kolkata,West Bengal,DC Fast,46.78,68.46,2025-04-19 05:07:06.060650,701.7,Guest,Credit Card
STN_442,Kolkata,West Bengal,Fast,33.99,67.59,2025-12-17 01:00:06.060650,407.88,Guest,Debit Card
STN_810,Mumbai,Maharashtra,Fast,34.95,51.03,2026-01-22 04:40:06.060650,419.4,Guest,UPI
STN_798,Hyderabad,Telangana,DC Fast,38.77,77.41,2025-09-21 13:26:06.060650,581.55,Guest,Debit Card
STN_430,Delhi,Delhi,Fast,42.23,80.73,2025-12-16 00:14:06.060650,506.76,Guest,Wallet
STN_250,Ahmedabad,Gujarat,Fast,28.26,48.92,2025-10-01 07:51:06.060650,339.12,Guest,Wallet
STN_349,Hyderabad,Telangana,Fast,46.07,62.3,2025-10-03 12:17:06.060650,552.84,Guest,Debit Card
STN_322,Bangalore,Karnataka,DC Fast,54.72,99.72,2025-06-04 18:15:06.060650,820.8,Guest,UPI
STN_526,Bangalore,Karnataka,Fast,28.71,45.93,2025-11-07 04:26:06.060650,344.52,Guest,UPI
STN_744,Ahmedabad,Gujarat,Fast,25.89,34.35,2025-05-28 17:47:06.060650,310.68,Guest,UPI
STN_225,Delhi,Delhi,Fast,29.18,48.41,2025-12-17 01:45:06.060650,350.16,Guest,UPI
STN_235,Ahmedabad,Gujarat,DC Fast,56.99,70.54,2025-05-28 05:47:06.060650,854.85,Guest,UPI
STN_388,Kolkata,West Bengal,Level 2,23.41,40.77,2025-06-09 00:55:06.060650,234.1,Guest,Wallet
STN_375,Ahmedabad,Gujarat,DC Fast,30.96,56.41,2025-04-26 04:34:06.060650,464.4,Guest,UPI
STN_539,Ahmedabad,Gujarat,Fast,41.48,57.63,2025-07-25 12:35:06.060650,497.76,Guest,Wallet
STN_566,Pune,Maharashtra,Level 2,28.57,39.53,2025-05-05 03:46:06.060650,285.7,Guest,UPI
STN_504,Kolkata,West Bengal,Fast,38.62,75.38,2025-06-25 22:05:06.060650,463.44,Guest,Wallet
STN_410,Chennai,Tamil Nadu,Level 2,34.26,62.99,2026-02-21 17:55:06.060650,342.6,Guest,UPI
STN_210,Hyderabad,Telangana,Slow,19.93,36.85,2025-11-22 03:28:06.060650,159.44,Guest,UPI
STN_647,Delhi,Delhi,DC Fast,54.78,81.11,2025-03-04 07:29:06.060650,821.7,Guest,Debit Card
STN_958,Delhi,Delhi,Slow,15.9,30.11,2025-05-24 23:43:06.060650,127.2,Guest,UPI
STN_412,Kolkata,West Bengal,Level 2,26.44,39.11,2025-05-14 03:50:06.060650,264.4,Guest,Debit Card
STN_530,Bangalore,Karnataka,Level 2,30.42,50.34,2025-05-30 11:44:06.060650,304.2,Guest,UPI
STN_108,Kolkata,West Bengal,Level 2,16.14,26.32,2025-07-18 18:51:06.060650,161.4,Guest,UPI
STN_120,Ahmedabad,Gujarat,Fast,32.16,60.47,2026-01-01 15:41:06.060650,385.92,Guest,UPI
STN_811,Hyderabad,Telangana,Slow,17.37,33.16,2025-05-23 08:37:06.060650,138.96,Guest,Debit Card
STN_777,Kolkata,West Bengal,Level 2,32.44,57.18,2025-12-20 05:26:06.060650,324.4,Guest,UPI
STN_147,Mumbai,Maharashtra,Fast,35.53,56.84,2025-11-28 08:16:06.060650,426.36,Guest,Wallet
STN_507,Bangalore,Karnataka,Slow,11.23,15.81,2025-05-03 01:02:06.060650,89.84,Guest,UPI
STN_965,Hyderabad,Telangana,Fast,28.69,47.33,2025-09-17 05:12:06.060650,344.28,Guest,UPI
STN_524,Hyderabad,Telangana,Slow,16.13,19.49,2025-03-08 16:26:06.060650,129.04,Guest,Credit Card
STN_141,Delhi,Delhi,Level 2,22.71,38.39,2025-08-29 01:30:06.060650,227.1,Guest,Wallet
STN_137,Hyderabad,Telangana,Fast,42.69,65.46,2025-09-08 02:13:06.060650,512.28,Guest,UPI
STN_496,Pune,Maharashtra,Slow,21.46,30.87,2025-10-30 18:14:06.060650,171.68,Guest,Debit Card
STN_978,Mumbai,Maharashtra,Fast,29.48,50.32,2025-04-04 02:16:06.060650,353.76,Guest,UPI
STN_282,Delhi,Delhi,Slow,16.92,22.67,2025-10-07 01:40:06.060650,135.36,Guest,Debit Card
STN_198,Chennai,Tamil Nadu,Fast,29.45,40.71,2025-04-23 10:07:06.060650,353.4,Guest,Wallet
STN_985,Ahmedabad,Gujarat,DC Fast,50.89,100.04,2026-01-13 10:23:06.060650,763.35,Guest,Wallet
STN_235,Mumbai,Maharashtra,DC Fast,44.97,56.22,2025-10-18 09:17:06.060650,674.55,Guest,UPI
STN_814,Chennai,Tamil Nadu,Level 2,19.16,24.38,2025-05-27 13:01:06.060650,191.6,Guest,UPI
STN_209,Kolkata,West Bengal,Slow,24.94,33.78,2025-06-16 18:03:06.060650,199.52,Guest,UPI
STN_188,Delhi,Delhi,DC Fast,59.18,112.32,2025-04-11 20:19:06.060650,887.7,Guest,Wallet
STN_625,Bangalore,Karnataka,DC Fast,34.44,48.17,2025-07-04 14:29:06.060650,516.6,Guest,Wallet
STN_141,Chennai,Tamil Nadu,DC Fast,55.71,100.47,2025-06-20 18:57:06.060650,835.65,Guest,Debit Card
STN_297,Bangalore,Karnataka,Level 2,20.88,30.89,2025-08-12 14:57:06.060650,208.8,Guest,UPI
STN_263,Ahmedabad,Gujarat,DC Fast,49.57,68.08,2025-12-30 09:14:06.060650,743.55,Guest,Credit Card
STN_214,Hyderabad,Telangana,Level 2,18.76,37.16,2026-02-08 10:41:06.060650,187.6,Guest,Wallet
STN_839,Kolkata,West Bengal,Fast,26.93,48.48,2026-01-30 03:27:06.060650,323.16,Guest,UPI
STN_988,Pune,Maharashtra,DC Fast,37.8,45.38,2026-02-03 08:57:06.060650,567.0,Guest,UPI
STN_963,Hyderabad,Telangana,DC Fast,54.06,67.39,2025-05-23 20:17:06.060650,810.9,Guest,UPI
STN_488,Chennai,Tamil Nadu,DC Fast,27.45,37.18,2025-05-01 01:27:06.060650,411.75,Guest,UPI
STN_580,Bangalore,Karnataka,Slow,20.17,25.01,2025-06-03 13:41:06.060650,161.36,Guest,Wallet
STN_811,Bangalore,Karnataka,Level 2,26.55,34.14,2025-08-20 10:36:06.060650,265.5,Guest,UPI
STN_953,Hyderabad,Telangana,Slow,22.84,41.41,2025-04-12 11:30:06.060650,182.72,Guest,UPI
